company_name,cik,has_exhibit21,exhibit21_url,subsidiary_count,reason
Perrigo Co PLC,1585364,True,https://www.sec.gov/Archives/edgar/data/1585364/000158536425000014/cy24q410kex21.htm,72,Exhibit-21 found
Personalis Inc,1527753,True,https://www.sec.gov/Archives/edgar/data/1527753/000095017025029221/psnl-ex21_1.htm,1,Exhibit-21 found
Perspective Therapeutics Inc,728387,True,https://www.sec.gov/Archives/edgar/data/728387/000095017025045242/catx-ex21_1.htm,8,Exhibit-21 found
Petco Health & Wellness Company Inc,1826470,False,,0,"10-K found, but Exhibit-21 missing"
Petmed Express Inc,1040130,False,,0,"10-K found, but Exhibit-21 missing"
Petrogas Co,1609258,False,,0,"10-K found, but Exhibit-21 missing"
Petros Pharmaceuticals Inc,1815903,False,,0,"10-K found, but Exhibit-21 missing"
Petvivo Holdings Inc,1512922,False,,0,"10-K found, but Exhibit-21 missing"
Pfizer Inc,78003,False,,0,"10-K found, but Exhibit-21 missing"
Pg&E Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Pharma-Bio Serv Inc,1304161,True,https://www.sec.gov/Archives/edgar/data/1304161/000165495425000915/pbsv_ex211.htm,4,Exhibit-21 found
Phathom Pharmaceuticals Inc,1783183,False,,0,"10-K found, but Exhibit-21 missing"
Phenixfin Corp,1490349,False,,0,"10-K found, but Exhibit-21 missing"
PHI Group Inc,704172,True,https://www.sec.gov/Archives/edgar/data/704172/000149315224041102/ex21-1.htm,13,Exhibit-21 found
Phibro Animal Health Corp,1069899,True,https://www.sec.gov/Archives/edgar/data/1069899/000155837025011776/pahc-20250630xex21d1.htm,28,Exhibit-21 found
Philip Morris International Inc,1413329,True,https://www.sec.gov/Archives/edgar/data/1413329/000141332925000013/pm-ex21_123124xq4.htm,61,Exhibit-21 found
Phillips 66,1534701,True,https://www.sec.gov/Archives/edgar/data/1534701/000153470125000074/psx-2024_12x31xex21.htm,112,Exhibit-21 found
Phillips Edison & Company Inc,1476204,True,https://www.sec.gov/Archives/edgar/data/1476204/000147620425000030/pecoq42024ex-211.htm,344,Exhibit-21 found
Phinia Inc,1968915,True,https://www.sec.gov/Archives/edgar/data/1968915/000196891525000006/ex211-phiniasubsidiarylist.htm,31,Exhibit-21 found
Phoenix Motor Inc,1879848,False,,0,"10-K found, but Exhibit-21 missing"
Phoenix Plus Corp,1045810,False,,0,"10-K found, but Exhibit-21 missing"
Photronics Inc,810136,True,https://www.sec.gov/Archives/edgar/data/810136/000114036124049881/ef20035608_ex21.htm,9,Exhibit-21 found
Phreesia Inc,1412408,False,,0,"10-K found, but Exhibit-21 missing"
Phunware Inc,1665300,True,https://www.sec.gov/Archives/edgar/data/1665300/000095017025047919/phun-ex21_1.htm,10,Exhibit-21 found
PHX Minerals Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Piedmont Lithium Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Piedmont Office Realty Trust Inc,1042776,True,https://www.sec.gov/Archives/edgar/data/1042776/000104277625000042/pdm123124ex211.htm,71,Exhibit-21 found
Pieris Pharmaceuticals Inc,1815903,False,,0,"10-K found, but Exhibit-21 missing"
Pilgrims Pride Corp,802481,False,,0,"10-K found, but Exhibit-21 missing"
Pimco Corporate & Income Opportunity FUND,1190935,False,,0,No 10-K found
Pineapple Express Cannabis Co,1710495,False,,0,"10-K found, but Exhibit-21 missing"
Pineapple Financial Inc,1938109,False,,0,"10-K found, but Exhibit-21 missing"
Pineapple Inc,1654672,False,,0,"10-K found, but Exhibit-21 missing"
Pinnacle Financial Partners Inc,1115055,False,,0,"10-K found, but Exhibit-21 missing"
Pinnacle WEST Capital Corp,764622,False,,0,"10-K found, but Exhibit-21 missing"
Pinstripes Holdings Inc,1324404,True,https://www.sec.gov/Archives/edgar/data/1324404/000132440425000006/cf-12312024xex21.htm,20,Exhibit-21 found
Pinterest Inc,1506293,True,https://www.sec.gov/Archives/edgar/data/1506293/000150629325000022/pins-ex211x20241231.htm,2,Exhibit-21 found
Pioneer Bancorp Inc./md,1769663,True,https://www.sec.gov/Archives/edgar/data/1769663/000155837024013020/pbfs-20240630xex21.htm,4,Exhibit-21 found
Pioneer Green Farms Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Pioneer Power Solutions Inc,1449792,True,https://www.sec.gov/Archives/edgar/data/1449792/000164117225004681/ex21-1.htm,1,Exhibit-21 found
Piper Sandler Companies,1230245,True,https://www.sec.gov/Archives/edgar/data/1230245/000123024525000038/pscq42024ex211.htm,32,Exhibit-21 found
Pishposh Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Pitney Bowes Inc,78814,True,https://www.sec.gov/Archives/edgar/data/78814/000007881425000015/pbi20241231ex21.htm,20,Exhibit-21 found
Pixelworks Inc,1040161,True,https://www.sec.gov/Archives/edgar/data/1040161/000104016125000010/ex21subsidiariesfor202410k.htm,11,Exhibit-21 found
PJT Partners Inc,1626115,True,https://www.sec.gov/Archives/edgar/data/1626115/000095017025029132/pjt-ex21_1.htm,4,Exhibit-21 found
Plains ALL American Pipeline LP,1070423,False,,0,"10-K found, but Exhibit-21 missing"
Plains GP Holdings LP,1581990,False,,0,"10-K found, but Exhibit-21 missing"
Planet 13 Holdings Inc,1813452,False,,0,"10-K found, but Exhibit-21 missing"
Planet Fitness Inc,1637207,True,https://www.sec.gov/Archives/edgar/data/1637207/000163720725000016/ex211subsidiarylisting2024.htm,51,Exhibit-21 found
Planet Green Holdings Corp,1117057,True,https://www.sec.gov/Archives/edgar/data/1117057/000121390025031064/ea023475501ex21-1_planet.htm,8,Exhibit-21 found
Planet Labs PBC,1836833,False,,0,"10-K found, but Exhibit-21 missing"
Playa Hotels & Resorts NV,937966,False,,0,No 10-K found
Playags Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Playstudios Inc,1823878,True,https://www.sec.gov/Archives/edgar/data/1823878/000182387825000017/myps-q42024xex211.htm,8,Exhibit-21 found
PLBY Group Inc,1314196,False,,0,"10-K found, but Exhibit-21 missing"
Plexus Corp,785786,False,,0,"10-K found, but Exhibit-21 missing"
Pliant Therapeutics Inc,1746473,False,,0,"10-K found, but Exhibit-21 missing"
PLUG Power Inc,1093691,True,https://www.sec.gov/Archives/edgar/data/1093691/000155837025002049/plug-20241231xex21d1.htm,6,Exhibit-21 found
Plum Acquisition Corp III,1845550,False,,0,"10-K found, but Exhibit-21 missing"
Plumas Bancorp,1168455,False,,0,"10-K found, but Exhibit-21 missing"
Pluri Inc,1158780,True,https://www.sec.gov/Archives/edgar/data/1158780/000121390025088578/ea025613001ex21-1_pluriinc.htm,11,Exhibit-21 found
PLUS Therapeutics Inc,1095981,True,https://www.sec.gov/Archives/edgar/data/1095981/000095017025047698/pstv-ex21.htm,1,Exhibit-21 found
Plymouth Industrial REIT Inc,1515816,True,https://www.sec.gov/Archives/edgar/data/1515816/000117152025000056/ex21-1.htm,88,Exhibit-21 found
PMV Pharmaceuticals Inc,1699382,False,,0,"10-K found, but Exhibit-21 missing"
PNC Financial Services Group Inc,713676,True,https://www.sec.gov/Archives/edgar/data/713676/000071367625000027/pnc-12312024xex21.htm,1,Exhibit-21 found
Polar Power Inc,1622345,False,,0,"10-K found, but Exhibit-21 missing"
Polaris Inc,931015,False,,0,"10-K found, but Exhibit-21 missing"
polished.com Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Polomar Health Services Inc,1265521,False,,0,"10-K found, but Exhibit-21 missing"
Ponce Financial Group Inc,1874071,False,,0,"10-K found, but Exhibit-21 missing"
POOL Corp,945841,False,,0,"10-K found, but Exhibit-21 missing"
Porch Group Inc,1784535,True,https://www.sec.gov/Archives/edgar/data/1784535/000178453525000011/prch-20241231xex211.htm,36,Exhibit-21 found
Portillo S Inc,1871509,False,,0,"10-K found, but Exhibit-21 missing"
Portland General Electric Co,40545,True,https://www.sec.gov/Archives/edgar/data/40545/000004054525000015/ex21subsidiariesofregistra.htm,47,Exhibit-21 found
Portman Ridge Finance Corp,1045810,False,,0,"10-K found, but Exhibit-21 missing"
Poseida Therapeutics Inc,1708599,False,,0,"10-K found, but Exhibit-21 missing"
Post Holdings Inc,1530950,True,https://www.sec.gov/Archives/edgar/data/1530950/000153095025000260/ex21-1xsubsidiariesofphi20.htm,67,Exhibit-21 found
Postal Realty Trust Inc,1759774,False,,0,"10-K found, but Exhibit-21 missing"
Potbelly Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Potlatchdeltic Corp,1338749,True,https://www.sec.gov/Archives/edgar/data/1338749/000095017025019711/pch-ex21.htm,4,Exhibit-21 found
Powell Industries Inc,80420,False,,0,"10-K found, but Exhibit-21 missing"
Power Integrations Inc,833640,False,,0,"10-K found, but Exhibit-21 missing"
Power REIT,1532619,True,https://www.sec.gov/Archives/edgar/data/1532619/000164117225001515/ex21-1.htm,23,Exhibit-21 found
Power Solutions International Inc,1137091,False,,0,"10-K found, but Exhibit-21 missing"
Powerfleet Inc,1774170,False,,0,"10-K found, but Exhibit-21 missing"
Powerup Acquisition Corp,2025608,False,,0,No 10-K found
PPL Corp,922224,True,https://www.sec.gov/Archives/edgar/data/922224/000092222425000009/ppl-12312024ex21.htm,11,Exhibit-21 found
Pplus Trust Series GSC-2,1294808,False,,0,"10-K found, but Exhibit-21 missing"
PRA Group Inc,1185348,False,,0,"10-K found, but Exhibit-21 missing"
Prairie Operating Co,1162896,True,https://www.sec.gov/Archives/edgar/data/1162896/000149315225009423/ex21-1.htm,10,Exhibit-21 found
Praxis Precision Medicines Inc,1689548,False,,0,"10-K found, but Exhibit-21 missing"
Preaxia Health CARE Payment Systems Inc,1350156,False,,0,"10-K found, but Exhibit-21 missing"
Precigen Inc,1356090,False,,0,"10-K found, but Exhibit-21 missing"
Precipio Inc,1043961,True,https://www.sec.gov/Archives/edgar/data/1043961/000155837025003817/prpo-20241231xex21d1.htm,3,Exhibit-21 found
Precision Biosciences Inc,1357874,True,https://www.sec.gov/Archives/edgar/data/1357874/000095017025044775/dtil-ex21_1.htm,1,Exhibit-21 found
Predictive Oncology Inc,1446159,False,,0,"10-K found, but Exhibit-21 missing"
Preformed LINE Products Co,80035,True,https://www.sec.gov/Archives/edgar/data/80035/000162828025012640/plpc-10kxex21x2024q4.htm,10,Exhibit-21 found
Prelude Therapeutics Inc,1678660,False,,0,"10-K found, but Exhibit-21 missing"
Premier Financial Corp,1641601,False,,0,"10-K found, but Exhibit-21 missing"
Premier Inc,1577916,True,https://www.sec.gov/Archives/edgar/data/1577916/000157791625000011/ex21-pincxfy25x0630.htm,30,Exhibit-21 found
Premium Nickel Resources Ltd,1144967,False,,0,No 10-K found
Presidio Property Trust Inc,1080657,False,,0,"10-K found, but Exhibit-21 missing"
Pressure Biosciences Inc,1006028,False,,0,"10-K found, but Exhibit-21 missing"
Prestige Consumer Healthcare Inc,1295947,False,,0,"10-K found, but Exhibit-21 missing"
Presto Automation Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Price T ROWE Group Inc,1113169,False,,0,"10-K found, but Exhibit-21 missing"
Pricesmart Inc,1041803,False,,0,"10-K found, but Exhibit-21 missing"
Prime Medicine Inc,1894562,True,https://www.sec.gov/Archives/edgar/data/1894562/000162828025008884/fy2024ex211-subidiaries.htm,1,Exhibit-21 found
Prime Meridian Holding Co,1586454,False,,0,"10-K found, but Exhibit-21 missing"
Primeenergy Resources Corp,56868,False,,0,"10-K found, but Exhibit-21 missing"
Primerica Inc,1475922,True,https://www.sec.gov/Archives/edgar/data/1475922/000095017025029882/pri-ex21_1.htm,12,Exhibit-21 found
Primis Financial Corp,1325670,True,https://www.sec.gov/Archives/edgar/data/1325670/000155837025005861/frst-20241231xex21d0.htm,2,Exhibit-21 found
Primoris Services Corp,1361538,True,https://www.sec.gov/Archives/edgar/data/1361538/000155837025001397/prim-20241231xex21d1.htm,30,Exhibit-21 found
Princeton Bancorp Inc,1913971,True,https://www.sec.gov/Archives/edgar/data/1913971/000119312525054907/d885370dex211.htm,6,Exhibit-21 found
Principal Financial Group Inc,1126328,True,https://www.sec.gov/Archives/edgar/data/1126328/000141057825000160/pfg-20241231xex21.htm,81,Exhibit-21 found
Principal Real Estate Income Fund,1557523,False,,0,No 10-K found
Priority Technology Holdings Inc,1653558,False,,0,"10-K found, but Exhibit-21 missing"
Privia Health Group Inc,1759655,False,,0,"10-K found, but Exhibit-21 missing"
PRO DEX Inc,788920,True,https://www.sec.gov/Archives/edgar/data/788920/000107997325001426/ex21.htm,1,Exhibit-21 found
Proassurance Corp,1127703,True,https://www.sec.gov/Archives/edgar/data/1127703/000187524625000003/pra-20241231xex211.htm,31,Exhibit-21 found
Procept Biorobotics Corp,1588978,False,,0,"10-K found, but Exhibit-21 missing"
Processa Pharmaceuticals Inc,1533743,True,https://www.sec.gov/Archives/edgar/data/1533743/000164117225000070/ex21-1.htm,1,Exhibit-21 found
Procore Technologies Inc,1611052,False,,0,"10-K found, but Exhibit-21 missing"
Procter & Gamble Co,80424,False,,0,"10-K found, but Exhibit-21 missing"
Procyon Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Professional Diversity Network Inc,1546296,False,,0,"10-K found, but Exhibit-21 missing"
Proficient Auto Logistics Inc,1998768,True,https://www.sec.gov/Archives/edgar/data/1998768/000101376225004352/ea023532501ex21-1_proficient.htm,17,Exhibit-21 found
Profire Energy Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Profrac Holding Corp,1881487,True,https://www.sec.gov/Archives/edgar/data/1881487/000095017025036251/acdc-ex21_1.htm,49,Exhibit-21 found
PROG Holdings Inc,1808834,False,,0,"10-K found, but Exhibit-21 missing"
Progress Software Corp /Ma,876167,False,,0,"10-K found, but Exhibit-21 missing"
Progressive Corp,80661,False,,0,"10-K found, but Exhibit-21 missing"
Progyny Inc,1551306,False,,0,"10-K found, but Exhibit-21 missing"
Prokidney Corp,1850270,True,https://www.sec.gov/Archives/edgar/data/1850270/000095017025040483/prok-ex21_1.htm,5,Exhibit-21 found
Prologis Inc,1045609,True,https://www.sec.gov/Archives/edgar/data/1045609/000095017025021272/pld-ex21_1.htm,11,Exhibit-21 found
Promis Neurosciences Inc,1374339,True,https://www.sec.gov/Archives/edgar/data/1374339/000155837025004068/pmn-20241231xex21d1.htm,2,Exhibit-21 found
Propanc Biopharma Inc,1517681,False,,0,"10-K found, but Exhibit-21 missing"
Propetro Holding Corp,1680247,False,,0,"10-K found, but Exhibit-21 missing"
Prophase Labs Inc,868278,False,,0,"10-K found, but Exhibit-21 missing"
PROS Holdings Inc,1392972,True,https://www.sec.gov/Archives/edgar/data/1392972/000139297225000019/a2024q4ex211subsidiaries.htm,8,Exhibit-21 found
Proshares Trust II,1415311,False,,0,"10-K found, but Exhibit-21 missing"
Prospect Capital Corp,1287032,False,,0,"10-K found, but Exhibit-21 missing"
Prosperity Bancshares Inc,1068851,True,https://www.sec.gov/Archives/edgar/data/1068851/000095017025029222/pb-ex21_1.htm,5,Exhibit-21 found
Protagenic Therapeutics Inc.new,1022899,False,,0,"10-K found, but Exhibit-21 missing"
Protalix Biotherapeutics Inc,1006281,True,https://www.sec.gov/Archives/edgar/data/1006281/000155837025003039/plx-20241231xex21d1.htm,1,Exhibit-21 found
Protara Therapeutics Inc,1359931,True,https://www.sec.gov/Archives/edgar/data/1359931/000121390025020368/ea023164601ex21-1_protara.htm,3,Exhibit-21 found
Prothena Corp Public Ltd Co,1559053,True,https://www.sec.gov/Archives/edgar/data/1559053/000155905325000009/prta2024xex211listofsubsid.htm,2,Exhibit-21 found
Proto Labs Inc,1443669,True,https://www.sec.gov/Archives/edgar/data/1443669/000162828025007052/prlb-20241231xex211.htm,5,Exhibit-21 found
Provident Bancorp Inc,1295401,False,,0,"10-K found, but Exhibit-21 missing"
Provident Financial Holdings Inc,1010470,True,https://www.sec.gov/Archives/edgar/data/1010470/000093905725000242/prov-20250630xex21d1.htm,5,Exhibit-21 found
Provident Financial Services Inc,1178970,True,https://www.sec.gov/Archives/edgar/data/1178970/000162828025008991/pfs-12312024ex21.htm,2,Exhibit-21 found
Prudential Financial Inc,1137774,False,,0,"10-K found, but Exhibit-21 missing"
PSQ Holdings Inc,1847064,False,,0,"10-K found, but Exhibit-21 missing"
Psychemedics Corp,806517,False,,0,"10-K found, but Exhibit-21 missing"
PTC Inc,857005,True,https://www.sec.gov/Archives/edgar/data/857005/000119312525291326/ptc-ex21_1.htm,1,Exhibit-21 found
PTC Therapeutics Inc,1070081,True,https://www.sec.gov/Archives/edgar/data/1070081/000107008125000012/tmb-20241231xex21d1.htm,4,Exhibit-21 found
Public Co Management Corp,1141964,False,,0,"10-K found, but Exhibit-21 missing"
Public Service Co OF NEW Mexico,81023,True,https://www.sec.gov/Archives/edgar/data/81023/000110842625000014/txnm12312024ex21.htm,7,Exhibit-21 found
Public Service Enterprise Group Inc,788784,True,https://www.sec.gov/Archives/edgar/data/788784/000095017025026874/peg-ex21.htm,4,Exhibit-21 found
Public Storage,1393311,True,https://www.sec.gov/Archives/edgar/data/1393311/000139331125000036/psa-123124xex21.htm,5,Exhibit-21 found
Pubmatic Inc,1422930,False,,0,"10-K found, but Exhibit-21 missing"
Pulmatrix Inc,1574235,True,https://www.sec.gov/Archives/edgar/data/1574235/000149315225011084/ex21-1.htm,1,Exhibit-21 found
Pulmonx Corp,1127537,False,,0,"10-K found, but Exhibit-21 missing"
Pulse Biosciences Inc,1625101,False,,0,"10-K found, but Exhibit-21 missing"
Pultegroup Inc,822416,False,,0,"10-K found, but Exhibit-21 missing"
PUMA Biotechnology Inc,1401667,False,,0,"10-K found, but Exhibit-21 missing"
PURE Bioscience Inc,1006028,False,,0,"10-K found, but Exhibit-21 missing"
PURE Cycle Corp,276720,True,https://www.sec.gov/Archives/edgar/data/276720/000110465925110312/pcyo-20250831xex21.htm,3,Exhibit-21 found
Pure Storage Inc,1474432,True,https://www.sec.gov/Archives/edgar/data/1474432/000162828025015044/ex21110kfy2025.htm,9,Exhibit-21 found
Purebase Corp,1575858,False,,0,"10-K found, but Exhibit-21 missing"
Purple Innovation Inc,1643953,True,https://www.sec.gov/Archives/edgar/data/1643953/000121390025023815/ea023007701ex21-1_purplein.htm,2,Exhibit-21 found
PVH Corp,78239,True,https://www.sec.gov/Archives/edgar/data/78239/000007823925000018/pvh10k2024ex21.htm,40,Exhibit-21 found
Pyrophyte Acquisition Corp,2069238,False,,0,No 10-K found
Q2 Holdings Inc,1410384,True,https://www.sec.gov/Archives/edgar/data/1410384/000141038425000010/a241231ex211listofsubsidia.htm,5,Exhibit-21 found
Q32 Bio Inc,1661998,False,,0,"10-K found, but Exhibit-21 missing"
QCR Holdings Inc,906465,True,https://www.sec.gov/Archives/edgar/data/906465/000155837025001954/qcrh-20241231xex21.htm,6,Exhibit-21 found
QDM International Inc,1094032,False,,0,"10-K found, but Exhibit-21 missing"
Qhslab Inc,856984,False,,0,"10-K found, but Exhibit-21 missing"
QNB Corp,750558,True,https://www.sec.gov/Archives/edgar/data/750558/000095017025040857/qnbc-ex21_1.htm,1,Exhibit-21 found
Qorvo Inc,1604778,False,,0,"10-K found, but Exhibit-21 missing"
Qrons Inc,1018724,True,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/amzn-20241231xex211.htm,9,Exhibit-21 found
QT Imaging Holdings Inc,1844505,False,,0,"10-K found, but Exhibit-21 missing"
Quad/graphics Inc,1481792,False,,0,"10-K found, but Exhibit-21 missing"
Quaint OAK Bancorp Inc,1391933,False,,0,"10-K found, but Exhibit-21 missing"
Quaker Chemical Corp,81362,True,https://www.sec.gov/Archives/edgar/data/81362/000008136225000014/kwr-20241231xex21.htm,44,Exhibit-21 found
Qualcomm Inc/De,804328,True,https://www.sec.gov/Archives/edgar/data/804328/000080432825000085/qcom092825ex21.htm,8,Exhibit-21 found
Qualigen Therapeutics Inc,1737287,False,,0,"10-K found, but Exhibit-21 missing"
Qualys Inc,1107843,True,https://www.sec.gov/Archives/edgar/data/1107843/000110784325000009/qlys-20241231xex211.htm,7,Exhibit-21 found
Quanta Services Inc,1050915,True,https://www.sec.gov/Archives/edgar/data/1050915/000105091525000005/pwr-ex211x12312024.htm,240,Exhibit-21 found
Quanterix Corp,1503274,False,,0,"10-K found, but Exhibit-21 missing"
Quantumscape Corp,1811414,True,https://www.sec.gov/Archives/edgar/data/1811414/000095017025027308/qs-ex21_1.htm,1,Exhibit-21 found
Quantum-Si Inc,1816431,False,,0,"10-K found, but Exhibit-21 missing"
Quarta-Rad Inc,1549631,False,,0,"10-K found, but Exhibit-21 missing"
Quest Diagnostics Inc,1022079,True,https://www.sec.gov/Archives/edgar/data/1022079/000102207925000044/dgx12312024ex211.htm,17,Exhibit-21 found
Quest Patent Research Corp,824416,False,,0,"10-K found, but Exhibit-21 missing"
Quest Resource Holding Corp,1442236,True,https://www.sec.gov/Archives/edgar/data/1442236/000095017025037891/qrhc-ex21_1.htm,6,Exhibit-21 found
Quetta Acquisition Corp,1978528,False,,0,"10-K found, but Exhibit-21 missing"
Quicklogic Corp,882508,False,,0,"10-K found, but Exhibit-21 missing"
Quidelortho Corp,1906324,True,https://www.sec.gov/Archives/edgar/data/1906324/000190632425000035/ex21110-kx2024.htm,36,Exhibit-21 found
Quince Therapeutics Inc,1662774,True,https://www.sec.gov/Archives/edgar/data/1662774/000166277425000012/ex211-listofsubsidiaries.htm,6,Exhibit-21 found
Quinstreet Inc,1117297,True,https://www.sec.gov/Archives/edgar/data/1117297/000095017025110629/qnst-ex21_1.htm,15,Exhibit-21 found
Quipt Home Medical Corp,1540013,True,https://www.sec.gov/Archives/edgar/data/1540013/000155837024016299/qipt-20240930xex21.htm,55,Exhibit-21 found
Quoin Pharmaceuticals Ltd,1671502,False,,0,"10-K found, but Exhibit-21 missing"
R F Industries Ltd,740664,False,,0,"10-K found, but Exhibit-21 missing"
Rackspace Technology Inc,1810019,False,,0,"10-K found, but Exhibit-21 missing"
Radian Group Inc,890926,True,https://www.sec.gov/Archives/edgar/data/890926/000095017025021241/rdn-ex21.htm,24,Exhibit-21 found
Radiant Logistics Inc,1171155,True,https://www.sec.gov/Archives/edgar/data/1171155/000119312525203690/rlgt-ex21_1.htm,34,Exhibit-21 found
Radius Recycling Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Radnet Inc,790526,False,,0,"10-K found, but Exhibit-21 missing"
Rafael Holdings Inc,1713863,True,https://www.sec.gov/Archives/edgar/data/1713863/000121390025103549/ea026239501ex21-01_rafael.htm,15,Exhibit-21 found
Rallybio Corp,1739410,False,,0,"10-K found, but Exhibit-21 missing"
Ralph Lauren Corp,1037038,True,https://www.sec.gov/Archives/edgar/data/1037038/000103703825000011/rl-20250329x10kex211.htm,51,Exhibit-21 found
Ramaco Resources Inc,1687187,True,https://www.sec.gov/Archives/edgar/data/1687187/000155837025003144/metc-20241231xex21d1.htm,31,Exhibit-21 found
Rambus Inc,917273,True,https://www.sec.gov/Archives/edgar/data/917273/000091727325000021/rmbs-ex211_2024123110k.htm,7,Exhibit-21 found
RAND Capital Corp,81955,True,https://www.sec.gov/Archives/edgar/data/81955/000095017025035949/rand-ex21_1.htm,8,Exhibit-21 found
Range Impact Inc,1438943,True,https://www.sec.gov/Archives/edgar/data/1438943/000164117225001343/ex21-1.htm,6,Exhibit-21 found
Ranger Gold Corp,1434740,False,,0,"10-K found, but Exhibit-21 missing"
Rani Therapeutics Holdings Inc,1856725,True,https://www.sec.gov/Archives/edgar/data/1856725/000095017025047740/rani-ex21_1.htm,1,Exhibit-21 found
Ranpak Holdings Corp,1712463,False,,0,"10-K found, but Exhibit-21 missing"
Raphael Pharmaceutical Inc,1415397,False,,0,"10-K found, but Exhibit-21 missing"
Rapid Micro Biosystems Inc,1380106,False,,0,"10-K found, but Exhibit-21 missing"
Rapport Therapeutics Inc,2012593,False,,0,"10-K found, but Exhibit-21 missing"
RAPT Therapeutics Inc,1673772,False,,0,"10-K found, but Exhibit-21 missing"
RARE Element Resources Ltd,1419806,False,,0,"10-K found, but Exhibit-21 missing"
RAVE Restaurant Group Inc,718332,True,https://www.sec.gov/Archives/edgar/data/718332/000114036125036080/ef20050393_ex21-1.htm,7,Exhibit-21 found
Raymond James Financial Inc,720005,True,https://www.sec.gov/Archives/edgar/data/720005/000072000525000093/ex212025093010k.htm,60,Exhibit-21 found
Rayonier Advanced Materials Inc,1597672,True,https://www.sec.gov/Archives/edgar/data/1597672/000159767225000008/ex21202410-k.htm,7,Exhibit-21 found
Rayonier Inc,52827,True,https://www.sec.gov/Archives/edgar/data/52827/000005282725000018/a4q202410k2024ex211.htm,6,Exhibit-21 found
RBB Bancorp,1499422,False,,0,"10-K found, but Exhibit-21 missing"
RBC Bearings Inc,1324948,True,https://www.sec.gov/Archives/edgar/data/1324948/000121390025044893/ea024166701ex21_rbcbear.htm,22,Exhibit-21 found
RCI Hospitality Holdings Inc,935419,True,https://www.sec.gov/Archives/edgar/data/935419/000162828024051384/rick-20240930x10kxex211.htm,188,Exhibit-21 found
RCM Technologies Inc,700841,False,,0,"10-K found, but Exhibit-21 missing"
Re/Max Holdings Inc,1581091,True,https://www.sec.gov/Archives/edgar/data/1581091/000155837025001224/rmax-20241231xex21d1.htm,18,Exhibit-21 found
Reading International Inc,716634,True,https://www.sec.gov/Archives/edgar/data/716634/000071663425000008/rdi-20241231xex21.htm,88,Exhibit-21 found
Ready Capital Corp,1527590,True,https://www.sec.gov/Archives/edgar/data/1527590/000162828025009464/ex21_1readycapitalcorporat.htm,204,Exhibit-21 found
Real Good Food Company Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Realpha Tech Corp,1859199,True,https://www.sec.gov/Archives/edgar/data/1859199/000121390025027581/ea023624701ex21-1_realpha.htm,13,Exhibit-21 found
Realty Income Corp,726728,False,,0,"10-K found, but Exhibit-21 missing"
Reaves Utility Income FUND,1263994,False,,0,No 10-K found
Reborn Coffee Inc,1707910,False,,0,"10-K found, but Exhibit-21 missing"
Recursion Pharmaceuticals Inc,1601830,False,,0,"10-K found, but Exhibit-21 missing"
Red Cat Holdings Inc,748268,False,,0,"10-K found, but Exhibit-21 missing"
RED River Bancshares Inc,1071236,False,,0,"10-K found, but Exhibit-21 missing"
RED Robin Gourmet Burgers Inc,1171759,True,https://www.sec.gov/Archives/edgar/data/1171759/000117175925000012/rrgb-20241229xex211.htm,19,Exhibit-21 found
Red Violet Inc,1720116,True,https://www.sec.gov/Archives/edgar/data/1720116/000095017025029184/rdvt-ex21_1.htm,8,Exhibit-21 found
Reddit Inc,1713445,False,,0,"10-K found, but Exhibit-21 missing"
Redfin Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Redwire Corp,1819810,False,,0,"10-K found, but Exhibit-21 missing"
REED S Inc,1140215,True,https://www.sec.gov/Archives/edgar/data/1140215/000164117225001344/ex21.htm,4,Exhibit-21 found
Regal Rexnord Corp,82811,False,,0,"10-K found, but Exhibit-21 missing"
Regency Centers Corp,910606,True,https://www.sec.gov/Archives/edgar/data/910606/000095017025021359/reg-ex21.htm,463,Exhibit-21 found
Regenerative Medical Technology Group Inc,1760026,False,,0,"10-K found, but Exhibit-21 missing"
Regenerex Pharma Inc,1357878,False,,0,"10-K found, but Exhibit-21 missing"
Regeneron Pharmaceuticals Inc,872589,False,,0,"10-K found, but Exhibit-21 missing"
Regenxbio Inc,1590877,True,https://www.sec.gov/Archives/edgar/data/1590877/000095017025038770/rgnx-ex21_1.htm,1,Exhibit-21 found
