brand_raw,suggested_canonical,score
Simpson Manufacturing Co,Manufacturing 3M,89.65517241379311
Community Broadcast Network,Pi Network,82.35294117647058
Portland City Grill,Portland Or,84.21052631578948
NV,NVA,80.0
And Ca,And Cats,85.71428571428571
Thrifty White Drugstore,Thrifty White Drug,87.8048780487805
AAMC,AMC,85.71428571428571
Heartland School Solutions,Wcp Solutions,81.81818181818181
Car Rentals,Fox Rental Car,80.0
Chinook Lumbar,84 Lumbar,80.0
National Rifle Company,National Tree Company,86.48648648648648
Tata Beverage Company,Hard Seltzer Beverage Company Llc,86.48648648648648
Robert Morris University,Oral Roberts University,80.85106382978724
Foster Real Estate,Ink Real Estate,84.61538461538461
Love Street Beer,Lone Star Beer,80.0
Rachel Ray'S (The Tv Chef) Products,Lg Products,84.21052631578948
A Michigan Based Clothing Company,Michigan > >,88.88888888888889
> > Prius > >,Prius Toyota,83.33333333333333
Alan Edmonds,Allen Edmond,83.33333333333333
Hotels In Vegas,1 Hotels,85.71428571428571
Flipboard Magazine,Gq Magazine,84.21052631578948
24Hr Fitness,24 Hour Fitness,88.88888888888889
Naturelle Bath Tissue,Md Bath Tissue,88.0
Who Makes Coronet Bath Tissue,Md Bath Tissue,88.0
Palmerton Lumber,Rp Lumber,80.0
Sweet Marthas,Sweet Marias,88.0
Dodge Durango,Durango Joes,80.0
Handy-Mart,Handy Market,81.81818181818181
Masda,Madza,80.0
Gasoline Stations,Bp Gasoline,84.21052631578948
Pleasant Hill,Mt. Pleasant,80.0
Liberty Taxes,Liberty Gas,83.33333333333333
Niesan,Nissan,83.33333333333333
Group Dynamic Inc,Group M,83.33333333333333
Pekin Insurance,Insurance Co,85.71428571428571
Mercury Milan,Mercury Marine,81.48148148148148
Import Brands Alliance,U Brands,85.71428571428571
Baystar,Graystar,80.0
Bb Dakota,Dakota Pastels,80.0
Isuzu,Izuzu,80.0
Sabrett,Sabre,83.33333333333333
Suraru,Subaru,83.33333333333333
Town Sports International,Rti International,86.66666666666667
Great American Brands Llc,American Made Brands,85.71428571428571
Parent Company To A&W,3M Company,82.35294117647058
> > Easy Spirits > >,Easy Spirit,88.0
Full Circle Organic Products,Lg Products,84.21052631578948
Fifth Genaration Inc,Fifth Generation,83.33333333333333
Energy Transfer,Tc Energy,80.0
Foley Group,Group M,83.33333333333333
Switch Llc,Kitsch Llc,80.0
Las Vegas Datacenter Company Stock Exchange Swch,3M Company,82.35294117647058
Vanderbilt University,Iona University,80.0
Aneriprise,Amerprise,84.21052631578948
Bug Lots,Big Lots,87.5
Pure Collection,Tea Collection,83.33333333333333
Figo Pet Insurance,Insurance Co,85.71428571428571
Five Brothers,Fresh Brothers,81.48148148148148
Tacony Corporation,Vf Corporation,88.0
PBS,BS,80.0
Coburn Farms,Country Farms,80.0
Left Field Farms,Fresh Field Farms,81.48148148148148
Needham Bank,3 Bank,80.0
Langley Federal Credit Union,Navy Federal Credit Union,88.88888888888889
Alliant Federal Credit Union,Navy Federal Credit Union,88.88888888888889
Rocknes In Ohio,Ohio > >,80.0
This Is It,Sailrite This Company Is Similar To Trivantage,82.35294117647058
Tilamore Dew,Tullimore Dew,80.0
Factset Research Systems Inc,Csg Systems Inc,84.61538461538461
Entertainment Arts,Mga Entertainment,86.66666666666667
Lowes Corporation,Vf Corporation,88.0
American Italian Pasta Company,American Halal Company,84.21052631578948
Weider Global Nutrition,Hum Nutrition,81.81818181818181
Country Boy Brewing,Community Brewing Co,82.05128205128204
Miir,Mijier,80.0
Five Star Pizza,V Pizza,83.33333333333333
Como Oil & Propane,Oil & Propane Nh,89.65517241379311
Bog Lake Brewery Keep Up The Great Work,Great Basin Brewery,81.25
Churchill Down Inc,Churchhill Downs,82.35294117647058
The Fast Food Place,The Fast Food Company,81.25
Roger'S Appliances In Flemington Nj,Lg Appliances,86.95652173913044
Chi Chi'S,Chi-Chi'S,88.88888888888889
Southwest Air,Southwest Airlines,83.87096774193549
High Brew Coffee,Stok- Cold Brew Coffee,81.48148148148148
Chameleon Cold Brew,7 Brew,80.0
Charmin',Charnin,80.0
Bagsters,Busters,80.0
United Services Automobile Association,Usaa - United States Automobile Association,86.56716417910448
Mighty Nest,O Mighty,85.71428571428571
Alon,Alamon,80.0
Walter Andersons,The Andersons,81.81818181818181
Cincinnati Financial,Fc Cincinnati,86.95652173913044
Botanicare,True Botanicals,80.0
Daube'S Coffee,Maud'S Coffee,81.48148148148148
Restaurant In Rochester Mn,Rochester Ny,85.71428571428571
Ohl North America,A America,87.5
Buzzinn,Buzz Inn,80.0
ALDO,ALO,85.71428571428571
Dierbergs Grocery Stores,Heb Grocery Stores,87.5
Valentino'S Pizza Chain,V Pizza,83.33333333333333
Started In Lincoln,Started In Iowa,80.0
Performance Health,Us Health,80.0
Brazil Imports,Raz Imports,80.0
Glad Products,Lg Products,84.21052631578948
The Purple,Purple Bed,80.0
Schools First Bank,Schools First Fcu,86.66666666666667
Dongwong Industries,Nd Industries,86.95652173913044
Maker Of Sleep Number Beds,Sleep Number Bed,85.71428571428571
Avenue Clothing,Avenue A,85.71428571428571
Boulder Co,Boulder Canyon,83.33333333333333
Nestle'S,Nestle,85.71428571428571
Great Floors,50 Floors,80.0
Ky Farm Bereau,> > Farm,80.0
Columbus Dispatch Newspsper,The Dispatch,80.0
Bravo Restaurants,Fmk Restaurants,84.61538461538461
Crystal Cruise Line,Crystal Cruises,82.35294117647058
True & Co,R & Co,80.0
Pro Chemical,Chemical Guys,80.0
Madonalds,Macdonald,88.88888888888889
Chegg Books,> > Chegg > >,83.33333333333333
Modesa,Moes,80.0
Sport & Health,Healthy Spot,84.61538461538461
Grocery Store Chain In Wi Metcalf,Or Grocery Chain,89.65517241379311
Bear River Insurance,Insurance Co,85.71428571428571
Doris'S Market,Dash'S Market,81.48148148148148
Reynolds Advanced Materials,Reynolds & Reynolds,88.88888888888889
Mainstay Capital Management,Nd Management,86.95652173913044
Crawford & Co,R & Co,80.0
000 Convenient,Convenient Store) In The North East,83.33333333333333
Beauty Aids,A Beauty,85.71428571428571
Family Apparel,Family Fare,80.0
Much More From America'S Most-Trusted Brands And Products,U Brands,85.71428571428571
Holder Construction,Dpr Construction,85.71428571428571
The Whole University System,Iona University,80.0
Frenches,Frenchys,87.5
Navy Federal Bank,Navy Federal Credit Union,82.75862068965517
Grill Concepts,Grill > >,83.33333333333333
Ems Insurance,Insurance Co,85.71428571428571
Bm,Bmw,80.0
Hawthorn Retirement Group,Group M,83.33333333333333
Pogressive,Progressive Ins,80.0
Vouge,Vogek,80.0
Boutique Airline,Ohm Boutique,80.0
Freedman Brothers,Peterman Brothers,82.35294117647058
Pace Supply,Z Supply,85.71428571428571
E & B Natural Resources,Pioneer Natural Resources,85.0
Rainbow Store,Rainbow Shop,80.0
Lovers - Adult Stores,Ct Stores,80.0
Bookshout,Bookshop,82.35294117647058
Serra Automotive,Ferman Automotive,84.84848484848484
Baker Electric,Kaiser Electric,82.75862068965517
Eldorado Furniture,A1 Furniture,85.71428571428571
Consumer Value Stores,Value Home Stores,84.21052631578948
U Line,Line 5,83.33333333333333
Prestone,Presto,85.71428571428571
Worcester Polytechnic Institute. I Attend This University,Worcester State University,86.95652173913044
Workers Credit Union,Oc Credit Union,88.88888888888889
Usaa Bank For Veterans,Bank Is Usaa,85.71428571428571
Scientific Learning,Ixl Learning,80.0
Oan News,E News,80.0
Care Zone Inc. - Pharmacy Services,Ds Services,84.21052631578948
Software Bisque,Asure Software,82.75862068965517
Bank Of Marin,Bank Of Nh,82.35294117647058
Case Design,P Design,85.71428571428571
Blue Buffalo Pet Food,Blue Buffalo Dog Food,89.47368421052632
Calaway,Calloway,80.0
Natural Home Brands,U Brands,85.71428571428571
Rosewood Market,Kc Market,80.0
Dc United,United Steel Workers,80.0
Doug Toys,Doug > >,80.0
Probably Owned By Larger Corp,Owned By 3M,84.21052631578948
Allegheny College,Allegheny Air,81.81818181818181
West Point Thoroughbreds,9 West,80.0
Blue Green Vacations,Bluegreenvacations,84.21052631578948
High Ridge Brands,U Brands,85.71428571428571
Antisocial Social Club,Wt Social,80.0
Positive Parenting Solutions,Wcp Solutions,81.81818181818181
G.H. Bass & Co,R & Co,80.0
Am Retail,Premium Retail,80.0
Crescent Foods,Crest Food,83.33333333333333
Preston Citizen,Citizen M,87.5
Spacecoast Credit Union,Oc Credit Union,88.88888888888889
Dr Horton,Horton Builders,80.0
Carolina West Wireless,H2O Wireless,80.0
Postmates,Potatoes,82.35294117647058
San Diego County Crdit Union,San Diego Credit Union,84.0
Chabani,Chobani,85.71428571428571
Bigelow Aerospace,Co Bigelow,82.35294117647058
Wentworth Home Lending,@ Home,80.0
Nexpresso,Nespresso,88.88888888888889
C&S Wholesale Grocers,Associated Wholesale Grocers,89.47368421052632
Brick Bodies,A Brick,83.33333333333333
Maybelline Cosmetics,#7 Cosmetics,85.71428571428571
Rouses Grocer Louisiana,Us Grocer,80.0
Trupartner Credit Union,Oc Credit Union,88.88888888888889
Hatfield Hams,Hatfield Meats,81.48148148148148
RSI,RI,80.0
Gortex,Vortex,83.33333333333333
Revco Pharmacy,Cvc Pharmacy,84.61538461538461
Element Federal Credit Union,Vermont Federal Credit Union,89.28571428571429
Hardware Specialty Co,Rt Specialty,85.71428571428571
Local Pharmacy In Washington State,Nw Washington,86.95652173913044
Wallgeens,Walgreens,88.88888888888889
Flannigans,Flanigan,88.88888888888889
Clean Therapy,Plant Therapy,84.61538461538461
San Diego Zoo,Backyard Pool & Spa Services In San Diego,81.81818181818181
National Parks Conservation,National Park Foundation,82.35294117647058
Yellowstone Forever,Yellowstone Bank,81.48148148148148
Gilmore Group Restaurants,Cohn Group Restaurants,87.17948717948718
Crete Carriers,R+L Carriers,80.0
Ride Aide,Rite Aid,82.35294117647058
Vertus Properties,Res Properties,83.87096774193549
New Mexico Bank,Lotaburger In New Mexico,80.0
Mark Anthony Brands,U Brands,85.71428571428571
Orangetherapy,Orange Therapy,88.88888888888889
Jude'S Barbershop,Floyd'S Barbershop,80.0
Carbones,Carbonis,87.5
Maranda Enterprises,Lee Enterprises,84.61538461538461
City Greens,8 Greens,85.71428571428571
North Star Mutual,North Star Bank,80.0
Woodford Reserve,Woodford Oil,80.0
Hoka Oneone,Hoka One One,84.21052631578948
Cacey'S,Casey'S,85.71428571428571
Phrma,Phyrsma,83.33333333333333
New York & Co,New York Sun,80.0
Heritage Windows,My Heritage,84.21052631578948
Woodbury Financial,Gm Financial,85.71428571428571
Emj Apparel Group,G-Iii Apparel Group,86.66666666666667
Preservation Windows,Mi Windows,82.35294117647058
Gateway Media,O Media,83.33333333333333
I Fratelli Pizza,V Pizza,83.33333333333333
School Employees Lorain County Credit Union,Oc Credit Union,88.88888888888889
Superlo Foods,Superior Foods,88.88888888888889
Parkwood Entertainment,Mga Entertainment,86.66666666666667
Herrs,Hers,88.88888888888889
University Of The Incarnate Word Political Giving,University Of The Ozarks,82.92682926829268
Inc. The Genetic Testing Service Company,3M Company,82.35294117647058
Wheatsville Co-Op It'S A Chain Of Grocery Stores,Or Grocery Chain,89.65517241379311
Organic Grocery Stores,Heb Grocery Stores,87.5
Millennium Restaurants,Fmk Restaurants,84.61538461538461
Millennium Physician Group Llc,Group M,83.33333333333333
Sullivan'S Tires,Sullivan Tire,89.65517241379311
Branch Communications,Crain Communications,87.8048780487805
Berkeley-Jensen,Berkley Jensen,89.65517241379311
Adidias,Adiddas,85.71428571428571
Maggiano'S,Mariano'S,84.21052631578948
Farm Equipment,> > Farm,80.0
Cube Smart,Cubesmart,84.21052631578948
Credit Card Company,Company Credit Union,84.84848484848484
Island Restaurants,Fmk Restaurants,84.61538461538461
Eecu Bank,3 Bank,80.0
Equis Financial,Gm Financial,85.71428571428571
Round Up,Roundup,80.0
City Of Lakeland Electric,A&N Electric,80.0
Encompass Insurance,Encova Insurance,85.71428571428571
Boom! By Cindy Johnson,Johnson & Johnson,87.5
D&M Coffee,Jo Coffee,80.0
Aim Toothpaste,Pronamel Toothpaste,83.33333333333333
Anna'S Restaurant,Anthony'S Restaurant,86.48648648648648
American House,American Tourister,81.25
People First Federal Credit Union,Navy Federal Credit Union,88.88888888888889
Zara Clothing,Parana Clothing,85.71428571428571
Kabuki Japanese Restaurant,Hyashi Japanese Restaurant,84.61538461538461
The Greenbrier Companies,Car Companies,81.81818181818181
Baja Taco,Bar Taco,82.35294117647058
Peter J Solomon Company,3M Company,82.35294117647058
Daniele Family,Jm Family,80.0
Towerbrook Capital Partners,Bc Partners,84.21052631578948
Castlight Health,Us Health,80.0
Epic Car Wash,El Car Wash,84.21052631578948
Alaska Indistrial Hardware,Diy Hardware,80.0
Koopman Lumber,Rp Lumber,80.0
Lumberjacks Restaurant,Pdq Restaurant,83.33333333333333
Diamonds Direct,7 Diamonds,88.88888888888889
Amazom,Amazon,83.33333333333333
Van'S International Foods,Rti International,86.66666666666667
More Hotels Please,1 Hotels,85.71428571428571
Tequila Brands,U Brands,85.71428571428571
Umos Inc,Uhs Inc,80.0
Inditex,Intex,83.33333333333333
Fount Leather,Leather Up,82.35294117647058
Silk Soy Milk,Silk Almond Milk,81.81818181818181
Ema Enterprises Michigan,Michigan > >,88.88888888888889
Annas Kitchen,Anitas Kitchen,88.88888888888889
Progress Energy,Tc Energy,80.0
Winghouse,Westinghouse,85.71428571428571
Fairfield Inn & Suites,Drury Inn & Suites,80.0
Ninr West Shoes,9 West,80.0
Giant Mart,Giant Markets,86.95652173913044
Fleetwood Bank,Fleetwood Rv,85.71428571428571
"Mike Anthony Brands (White Claw, Mikes Hard Lemonade)",U Brands,85.71428571428571
Aerospace Corp,B Corp,80.0
Say Yes,Yes Way,85.71428571428571
Push Fitness,Fitness 19,82.35294117647058
Hallmark Movie,> > Hallmark > >,88.88888888888889
ADT,AT,80.0
Rhode Island School Of Design,P Design,85.71428571428571
Mp Food Inc,Ken'S Food Inc,84.21052631578948
Ph Food Inc,Ken'S Food Inc,84.21052631578948
Pecos Food Inc,Ph Food Inc,84.21052631578948
Pearl Food Inc,Ph Food Inc,84.21052631578948
Family Savings Credit Union,Oc Credit Union,88.88888888888889
Milkbar,Milka,83.33333333333333
Sportsmen'S Warehouse,Sportmans Warehouse,85.0
Dingo,Dango,80.0
Swiss Chalet,K Swiss,83.33333333333333
Aldo Shoes,> > Aldo > >,80.0
Saints Football Team,Saints Nfl Team,84.61538461538461
Syufy,Syfy,88.88888888888889
Trumpet Behavioral Health,Behavioral Health Center Of Excellence,80.95238095238095
Shermwin Williams Paint,Sherman-Williams Paint,88.88888888888889
Lika Behar Collection,Tea Collection,83.33333333333333
Adirondack Insurance,Insurance Co,85.71428571428571
Minnwest Bank,Midwest Bank,88.0
Prasco,Passco,83.33333333333333
Jones Coffee Roasters,Press Coffee Roasters,85.71428571428571
Queen V,Daisry Queen Stores,83.33333333333333
Mount Union College,Mount Holyoke College,81.25
Rhône For Athletic Wear,The Athletic,80.0
K9 Cuisine,Bam Healthy Cuisine,82.35294117647058
Koels,Koegels,83.33333333333333
Beef Jerky Outlet,Link Beef Jerky,80.0
Fox Rothschild,Colleen Rothschild,83.33333333333333
- University Of West Florida - Flagler College,University Of North Florida,87.5
Industry Bank,3 Bank,80.0
Golden State Foods,Golden State Brands,81.08108108108108
AMEX,APMEX,88.88888888888889
Ballet West,9 West,80.0
Cera'Ve,Cera Ve,85.71428571428571
Shakeys,Shakey'S,80.0
Opw A Dover Company,3M Company,82.35294117647058
Other Meal Delivery Services,Ds Services,84.21052631578948
Greenway Farm,> > Farm,80.0
Learning Care Group,Group M,83.33333333333333
Montanas,Montana West,80.0
Fortney Hospitality Group,Frimex Hospitality Group,85.71428571428571
Walton Family Foundation,The Family Foundation Of Virginia,82.92682926829268
Taqueria 27,Tsunami Taqueria,84.21052631578948
Sugarfish,Starfish,82.35294117647058
Old Carolina,Coastal Carolina College,80.0
Maggies Organics,O Organics,88.88888888888889
Genesco,Genesko,85.71428571428571
Contract Pharmacal Corporation,Vf Corporation,88.0
Kinetic Solutions,Wcp Solutions,81.81818181818181
Uwharrie Bank,3 Bank,80.0
A-Tech Security,G4S Security,80.0
Health Rx,Ro Health,88.88888888888889
Haslams Bookstore,Bam Bookstore,81.81818181818181
Soapbox,Sodabox,85.71428571428571
Pegatron,Peraton,80.0
Krikorian Movie Theater,Cobb Movie Theater,83.87096774193549
Sandwich Restaurant Chain,Pdq Restaurant,83.33333333333333
Sagerx,Seager,83.33333333333333
Tower Research Capital,Ci Capital,82.35294117647058
The Related Companies,Car Companies,81.81818181818181
Snap-On Tools,Snapon Tools,88.0
Partners Healthcare,Health Partners,88.23529411764706
Chocolate Brand,Debrands Chocolate,84.84848484848484
Regency Theatres,Rc Theatres,84.21052631578948
Rocky Mountain Power,Rocky Mountain Natural Gas,82.35294117647058
Their Parent Company Is Pacificorp,3M Company,82.35294117647058
Msc Cruise Line,Holland Cruise Line,84.61538461538461
Bibibob,Bibibop,85.71428571428571
Pacific Dental Services,Ds Services,84.21052631578948
Rochester Metal Products,Rochester Ny,85.71428571428571
Elixr Coffee In Philadelphia,Philadelphia Pa,88.88888888888889
Munchies,Menchies,87.5
Kriser'S Natural Pet,Only Natural Pet,81.48148148148148
Excel Energy,Xcel Energy,86.95652173913044
Liberty Global,Liberty Gold,84.61538461538461
Pepe'S Pizza,Pepes Pizza,86.95652173913044
Voice Products,Vance Products,85.71428571428571
Hagens,Haggen,83.33333333333333
Annie'S Kitchen,56 Kitchen,82.35294117647058
Berry College,Berea College,84.61538461538461
An Ohio Store,Home Outlet Home Improvement Store In Ohio,86.95652173913044
Car Wash Usa Express Or The Parent Company,Metro Express Car Wash,84.21052631578948
International Car Wash Group,Rti International,86.66666666666667
Rg Global Concepts,Js Global,80.0
Bloomsburg University,Iona University,80.0
They Make Tvs,They Make Knives,82.75862068965517
Wise Potato Chips,Miss Vickies Potato Chips,82.75862068965517
Fitness Formula Clubs,Edge Fitness Clubs,83.87096774193549
Lipscomb University,Iona University,80.0
Honest Co,The Honest Company,80.0
Buffalo Rings,Buffalo 8,87.5
Municipal Credit Union,Oc Credit Union,88.88888888888889
Sandy'S Savy Chic Boutique Gainesville Fl,Ohm Boutique,80.0
Galludet University,Walden University,83.33333333333333
Journeyz,Journeys,87.5
Brenau University,Iona University,81.25
Pintetest,Pinterest,88.88888888888889
Nos Energy Drinks,C4 Energy Drinks,89.65517241379311
Civil Vapes,J Vapes,83.33333333333333
Heritage Square,My Heritage,84.21052631578948
Bank Of Internet,Bank Of Nh,82.35294117647058
Preferred Apartment Communities,Mid America Apartment Communities,80.76923076923077
Burnett'S Vodka,Burnetts Vodka,89.65517241379311
Boston Sports Club,2K Sports,80.0
Doc Greens,8 Greens,85.71428571428571
Bossleman'S Corporation,Vf Corporation,88.0
Macroplate,Microplane,80.0
Ameriprise Home & Auto,@ Home,80.0
Travel Mart,Oat Travel,85.71428571428571
Peak Fitness,Mesa Fitness,83.33333333333333
Pet Sense,Petsense,82.35294117647058
Sharky'S,Shakey'S,87.5
Palm Beach Post,Palm Beach Tan,83.33333333333333
Wada Farms,Walden Farms,81.81818181818181
Tandy Leather,Leather Up,82.35294117647058
Honest Diapers,Honest Co,80.0
Th Rogers Lumber,Rp Lumber,80.0
HBO,HOBO,85.71428571428571
Barre District,District 7,88.88888888888889
The Travelers Group,Group M,83.33333333333333
Serg Restaurant Group,Fox Restaurant Group,88.88888888888889
Lyondellbasell,Lyondelbassel,88.88888888888889
Green Bay Wi,Green Bay Packaging,85.71428571428571
Zanders Sporting Goods,Gsi Sporting Goods,87.5
Adler University,Rider University,87.5
Hancock Lumber. A Local Maine Company,Maine Fly Company,86.66666666666667
Stella Mccartney,> > Stella > >,85.71428571428571
Newhouse Publishing,Hayhouse Publishing,84.21052631578948
Peco Farms,Perricone Farms,80.0
Planet Holllywood,Hollywood Pet,86.66666666666667
Pico Foods Mississippi,Mississippi Made,81.48148148148148
Barre 3,Pure Barre,83.33333333333333
Halliday Financial,Gm Financial,85.71428571428571
Travelers Indemnity Company,3M Company,82.35294117647058
Historic Pearl In San Antonio,It'S In San Antonio,84.84848484848484
Standard Hotel,The Standard,80.0
Bbc News,Abc News,87.5
American Web Media,American Conservative Media,87.5
American Foundation For Suicide Prevention,Volo Foundation,80.0
Vanity Fair Magazine,Gq Magazine,84.21052631578948
VFW,VW,80.0
First American Home Warranty,@ Home,80.0
Southern Airways,Southern Air,85.71428571428571
Siri,Sirius,80.0
Boich Companies,Car Companies,81.81818181818181
Jerry Ice Cream,Perry'S Ice Cream,87.5
Seasons Pizza,V Pizza,83.33333333333333
Bottle Cap Group,Group M,83.33333333333333
National Rifle Ass,National Rifle Company,87.5
Captain Ds,Captain D'S,85.71428571428571
Arbies,Ariens,83.33333333333333
Goedekers Appliance,Mr Appliance,85.71428571428571
Fila Sport,Fila Sportswear,80.0
Pittsburgh Blue,Pittsburgh Brewing,80.0
O Magazine,Allure Magazine,88.88888888888889
Oaklandish Clothing,Nsf Clothing,80.0
They Make Shoes,They Make Tvs,81.81818181818181
Gliddon,Glidden,85.71428571428571
Church Of Jesus Christ Of Latter Day Saints,The Church Of Jesus Christ Of Latter-Day Saints,85.71428571428571
A C Moore Crafts,A C Moore Craft Stores,84.21052631578948
Dogfish Brewery,Dogfishhead Brewery,88.23529411764706
Community Choice Credit Union,Omni Community Credit Union,89.79591836734694
Phi Holdings,M1 Holdings,84.21052631578948
Emery Riddle Aeronautical University,Iona University,80.0
Kansas City Royals,Kc Royals,80.0
King 5,Carpet King,80.0
Carhart Clothing,Zara Clothing,82.75862068965517
Sole Society,Society 6,87.5
Redex Industries,Nd Industries,86.95652173913044
Missouri Southern University,Missouri > >,88.88888888888889
American Farm Bureau,Nc Farm Bureau,88.0
Idaho Farm Bureau,Nc Farm Bureau,88.0
Pappy'S Pizzeria,Parry'S Pizzeria,87.5
Xyza Magazine,O Magazine,88.88888888888889
Dutch Brother'S Coffee,Dutch Btothets Coffee,83.72093023255815
Public School Employees,Canton School Employees Federal Credit Union Canton Ohio,82.05128205128204
Medifast,Mediate,80.0
Bottom Line Newsletter,Line 5,80.0
Dels Farm Supply,Z Supply,85.71428571428571
Staterbros. Grocery Store,Moms Grocery Store,83.87096774193549
Wilson Bank,Vision Bank,81.81818181818181
The Snyder Group,Group M,83.33333333333333
Brookings Edu,Brookings Institute,81.81818181818181
O'Reillys Auto,O'Reilly'S Auto Parts,80.0
Flanagab,Flanagan,87.5
Amizon,Amazon,83.33333333333333
Mcl Resturant & Bakery,A Bakery,85.71428571428571
Home Insurance,House Insurance,89.65517241379311
Tommy'S Pizza,V Pizza,83.33333333333333
Naf-Naf Grill,Grill > >,83.33333333333333
Boulder Brands,U Brands,85.71428571428571
The Good Bean,L L Bean,80.0
Team Mobile,T Mobile,85.71428571428571
Lorissa'S Kitchen,56 Kitchen,82.35294117647058
Common Network,Cartoon Network,82.75862068965517
Baycare Healthcare,Baycare Health,87.5
Creditone Bank,Credit One Bank,89.65517241379311
PSECU,WSECU,80.0
South Wire,Southwire,84.21052631578948
Howard Bank,3 Bank,80.0
NH,CNH,80.0
Mijers,Maijer,83.33333333333333
Buckets,Buckies,85.71428571428571
Super Value,Super A,83.33333333333333
Goretti'S Supermarket,The Supermarket,84.61538461538461
Horaceman Insurance,Insurance Co,85.71428571428571
Red Lion Hotels,1 Hotels,85.71428571428571
Pure Fishing,Sa Fishing,82.35294117647058
Mountain Aviation Colorado,Ice Mountain,80.0
Oglivy,Ogilvy,83.33333333333333
Ridleys Groc Store,Ridley'S Grocery Store,85.0
Scan Health Plan,Sonder Health Plan,82.35294117647058
Polymet,Polymarket,82.35294117647058
Paul Neuman Company,3M Company,82.35294117647058
Superior Group Of Companies,Milk Group Companies,85.71428571428571
Realty Income Investment Trust,The Investment,83.33333333333333
Rachael Ray Dog Food,Pet Food By Rachael Ray,88.88888888888889
Houston Cronical Newspaper,Fl Newspaper,85.71428571428571
Cityinn Buffalo,Buffalo 8,87.5
Ak Steel,All Steel,82.35294117647058
Roam Burgers,Tam'S Burgers,80.0
Presbyterian Health Insurance,Presbyterian Health Plan,88.37209302325581
French Express Coffee,Jo Coffee,80.0
News Stations,Tv Stations,84.21052631578948
Mr Tequila'S Restaurant,Pdq Restaurant,83.33333333333333
Kaady Car Wash,El Car Wash,84.21052631578948
Huawae,Huawei,83.33333333333333
Caterpilar,Catapillar,80.0
Alder Security,Adt Security,84.61538461538461
Aiden,Auden,80.0
Walden Security,Alder Security,82.75862068965517
Oxford University,Radford University,85.71428571428571
American Transmission Company,American Halal Company,84.21052631578948
Super Valu Inc,Super A,83.33333333333333
Llc. Chicago,Chicago > >,87.5
Truckstops Of America,A America,87.5
Devon Bank,3 Bank,80.0
Microtel,Microtech,82.35294117647058
Beranger Wine,Beringer Winery,85.71428571428571
Bret Beverage,Xyz Beverage,80.0
Noodles&Co,Noodles&Company,80.0
The Preservation Society,Society 6,87.5
Maririott,Marriot,87.5
Omaha Insurance,Aaa Insurance,85.71428571428571
Mcmenamins In,Mcmennamins,83.33333333333333
Around Portland Or. They Have The Mission Theater,Portland Or,84.21052631578948
Columbia Broadcasting Company,Fox Broadcasting,85.71428571428571
The Epic Times,Epich Times,88.0
Fas Fuel,Fuel 4,80.0
Tribune Publishing,Springer Publishing,81.08108108108108
Diegio,Diagio,83.33333333333333
New York State Parks,New York State Electric,82.35294117647058
Mann Theaters,Maya Theaters,84.61538461538461
Arena,Aetna,80.0
Hokaoneone,Hoka Oneone,85.71428571428571
Con-Way Trucking,Tmc Trucking,80.0
Ocharley,Ocharlies,82.35294117647058
Zen Med,Med Men,85.71428571428571
Cuna Mutual Group,Group M,83.33333333333333
New Pioneer Coop,New Pioneer Food Co-Op,81.48148148148148
Morning Call Newspaper,Fl Newspaper,85.71428571428571
Alaska Air,Alaska Airlines,80.0
American Legend,American Legion,86.66666666666667
Anthony Clothing,Nsf Clothing,80.0
Earth Kelso—Shoes,Kalso Earth Shoes,88.23529411764706
University Of Michhogan,University Of Michigsn,88.88888888888889
Kennedy Fried Chicken,Kentucky Fried Chicken,83.72093023255815
3 Dots,Dots Pretzels,80.0
Starion,Starlink,80.0
Lindbergs Farm Coopersville Mi,> > Farm,80.0
Bialetti,Briletti,87.5
Royal Carribbean Cruise,Royal Carribean Cruiselines,88.0
Blueberry Farms In Michigan,Michigan > >,88.88888888888889
A.C Capstone,Capstone Homes,80.0
76 Station,Shoe Station,82.35294117647058
Totos,Toto,88.88888888888889
Image Beauty,A Beauty,85.71428571428571
International Business Machines,Rti International,86.66666666666667
Storck,Stockx,83.33333333333333
Us Express,Express Scripts,82.35294117647058
Barons Market Place,Kc Market,80.0
Consumrrs Report Magazine,O Magazine,88.88888888888889
Becks Brewing,Bells Brewing,84.61538461538461
Sks Bottle,Bottles,82.35294117647058
Waacoal,Warcoal,85.71428571428571
World Acceptance Corporation,Vf Corporation,88.0
The New York Daily News,E News,80.0
Regent Care,Regent Lp,80.0
Konnect Industries,Nd Industries,86.95652173913044
Yolo Federal Credit Union,Dearborn Federal Credit Union,88.88888888888889
Mr Tequilas,Other Tequilas Too Plz,84.21052631578948
Krodger,Kroeger,85.71428571428571
Winnduxie,Winndixie,88.88888888888889
Zuliliy,Zulilly,85.71428571428571
Red Lion Motel,Red Lion Hotels,89.65517241379311
Kroegar,Kroeger,85.71428571428571
Bp Petroleum,Hightowers Petroleum Of Middletown,85.71428571428571
Pacific Nw Federal Credit Union,Navy Federal Credit Union,88.88888888888889
Harry'S Inc,Uncle Harry'S,83.33333333333333
Atlas Theaters,B&B Theaters,80.0
Specialized Mountain Bikes,Ice Mountain,80.0
National Bank Of Middlebury,Old National Bank,86.66666666666667
Michigan Com,Michigan > >,88.88888888888889
Oaks Farm,Oak Farms,88.88888888888889
Super1,Superx,83.33333333333333
